Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,11/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,IBM UNITED KINGDOM LTD,5100029061,"510,895.00",PROJECT Mandays Supp,SE1 9PZ,,,,
HMRC,HMRC,11/08/2023,Consultancy - P&C,CFO Transformation Programmes,AECOM LTD,5100029076,"26,500.00",Newcastle Regional Centre. Professional Services - Project Support. July 23,G2 7ER,,,,
HMRC,HMRC,11/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100029079,"27,750.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,11/08/2023,Consultancy - P&C,CFO Transformation Programmes,Mott MacDonald,5100029083,"110,102.53",Newcastle Regional Centre. Professional Services - Project Support. June 23,SE1 9LZ,,,,
HMRC,HMRC,11/08/2023,CS Learning,Transformation HMRC Change Portfolio,CSL - KPMG LLP,5100029091,"331,568.23",CS Learning,E14 5GL,,,,
HMRC,HMRC,11/08/2023,Services waste,Estates,IRON MOUNTAIN UK PLC,5100029092,"26,552.30",Services Waste,EH54 5DL,,,,
HMRC,HMRC,11/08/2023,Maintenance fees,Debt Management,CAPGEMINI,5100029095,"27,342.68",Maintenance fees,TF3 3BD,,,,
HMRC,HMRC,11/08/2023,Consultancy - P&C,CFO Transformation Programmes,Mott MacDonald,5100029098,"160,759.30",Newcastle Regional Centre. Professional Services - Project Support. June 23,SE1 9LZ,,,,
HMRC,HMRC,11/08/2023,SW Lic Sup Off shlf,CDIO - Core,FUJITSU SERVICES LTD,5100029100,"3,756,498.19",SW Lic Sup Off shlf,WA3 6GD,,,,
HMRC,HMRC,11/08/2023,Soft Licen Off shelf,CCG Transformation Programmes,CAPGEMINI,5100029111,"25,135.18",Soft Licen Off shelf,TF3 3BD,,,,
HMRC,HMRC,14/08/2023,Project Development,CDIO - Core,ACCENTURE (UK) LTD,1900263996,"683,192.68",Project Development,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900264001,"39,314.79",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,14/08/2023,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900264002,"588,313.21",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,14/08/2023,Conferences,Fraud Investigation Service,CALDER CONFERENCES LTD,1900264028,"37,328.40",Conferences,LS16 6RF,,,,
HMRC,HMRC,14/08/2023,Telephony Services,CDIO - Core,GAMMA TELECOM LTD,1900264095,"138,936.38",Telephony Services,RG14 5BY,,,,
HMRC,HMRC,14/08/2023,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900264098,"155,757.09",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,14/08/2023,Courier Services,Estates,Royal Mail Group Ltd,1900264103,"43,300.49",Courier Services,S49 1HQ,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays HMRC,Operational Excellence & Output Mgmt,ACCENTURE (UK) LTD,5100029134,"31,990.30",PROJECT Mandays HMRC,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,ACCENTURE (UK) LTD,5100029137,"64,554.97",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,ACCENTURE (UK) LTD,5100029140,"190,331.25",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,SAP (UK) LTD,5100029153,"22,500.00",PROJECT Mandays Supp,TW14 8HD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100029169,"151,695.88",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,ACCENTURE (UK) LTD,5100029170,"5,189.22",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100029170,"8,432.48",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100029170,"8,432.48",Safety & Security daily contractor costs (Q2),EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100029170,"15,567.64",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100029170,"21,405.51",IT Contractors,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100029170,"25,946.08",Modernising Authorisations daily contractor costs (Q2),EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100029170,"29,189.33",IT Contractors,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100029170,"29,189.33",IT Contractors,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100029170,"33,729.90",IT Contractors,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100029170,"38,270.46",Trader Data daily contractor costs (Q2),EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100029170,"38,919.11",IT Contractors,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100029170,"53,838.10",IT Contractors,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100029170,"65,513.84",IT Contractors,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100029170,"117,405.99",IT Contractors,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100029170,"157,622.40",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,CFO Transformation Programmes,CAPGEMINI,5100029179,"54,574.27",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays HMRC,Transformation DG & Programme Office,PEGASYSTEMS LTD,5100029238,"186,372.00",Pega - SOW Q2 CDCS - 23-24,RG1 3JH,,,,
HMRC,HMRC,14/08/2023,Consultancy � IT,CDIO - Core,COGNIZANT,5100029278,"73,080.50",Consultancy � IT,W2 6BD,,,,
HMRC,HMRC,14/08/2023,Office Fit Irrec VAT,Strat Planning Customer & Infrastructure,VINCI CONSTRUCTION UK LTD,5100029295,"150,559.15",Inland Border Facility - Build Costs,WD24 4WW,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100029301,"14,453.71",IT Contractors,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100029301,"130,083.42",IT Contractors,EC3M 3BD,,,,
HMRC,HMRC,14/08/2023,Training and tuition,Large Business Service,CSL - KPMG LLP,5100029302,"29,844.00",Training and tuition,E14 5GL,,,,
HMRC,HMRC,14/08/2023,Consultancy � IT,CDIO - Core,Coforge,5100029318,"79,590.00",Consultancy � IT,EC3R 7QQ,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,CDIO - Core,MICROSOFT LTD,5100029327,"59,983.00",PROJECT Mandays Supp,RG6 1WG,,,,
HMRC,HMRC,14/08/2023,Contin Labor Build,PDC Customer Strategy & Tax Design,CAPGEMINI,5100029329,"103,686.34",Contin Labor Build,TF3 3BD,,,,
HMRC,HMRC,14/08/2023,SW Lic Sup Off shlf,Programme and Operational Delivery,Smarter Technologies,5100029332,"107,126.07",Inland Border Facility - Running Costs,BH24 3FG,,,,
HMRC,HMRC,14/08/2023,Contin Labor Build,PDC Customer Strategy & Tax Design,CAPGEMINI,5100029336,"31,134.31",Contin Labor Build,TF3 3BD,,,,
HMRC,HMRC,14/08/2023,Vehicle servicing ma,Fraud Investigation Service,KINTO UK LIMITED,5100029344,"66,340.09",Vehicle servicing ma,PO6 3EN,,,,
HMRC,HMRC,14/08/2023,Vehicle repairs,Fraud Investigation Service,KINTO UK LIMITED,5100029345,"25,002.53",Vehicle repairs,PO6 3EN,,,,
HMRC,HMRC,14/08/2023,Vehicle leasing,Fraud Investigation Service,KINTO UK LIMITED,5100029346,"85,022.65",Vehicle leasing,PO6 3EN,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,CDIO - Core,CGI IT UK LTD,5100029369,"503,453.94",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,14/08/2023,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,ACCENTURE (UK) LTD,5100029375,"47,618.00",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,15/08/2023,Contracted Services,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,1900270548,"188,960.10",Contracted Services,LS15 8AH,,,,
HMRC,HMRC,15/08/2023,Project Development,CDIO - Core,NATWEST- INTERNAL HMRC USE ONLY,1900270616,"85,637.18",Project Development,ST5 0QX,,,,
HMRC,HMRC,15/08/2023,Debt coll serv (DEL),Debt Management,TDX GROUP LTD,5100029382,"76,909.79",Debt coll serv (DEL),LS1 4AP,,,,
HMRC,HMRC,15/08/2023,Debt coll serv (DEL),Debt Management,TDX GROUP LTD,5100029387,"139,123.18",Debt coll serv (DEL),LS1 4AP,,,,
HMRC,HMRC,15/08/2023,Debt coll serv (DEL),Debt Management,TDX GROUP LTD,5100029393,"73,763.86",Debt coll serv (DEL),LS1 4AP,,,,
HMRC,HMRC,15/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,FUJITSU SERVICES LTD,5100029401,"74,488.21",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,15/08/2023,Debt coll serv (DEL),Debt Management,TDX GROUP LTD,5100029403,"2,793,097.87",Debt coll serv (DEL),LS1 4AP,,,,
HMRC,HMRC,15/08/2023,Rent (Irrec VAT),Programme and Operational Delivery,CHANNEL PORTS LTD,5100029404,"74,400.00",Inland Border Facility - Running Costs,CT21 4BL,,,,
HMRC,HMRC,15/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100029417,"33,967.94",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,15/08/2023,Facilities Mngmnt,Estates,BELLROCK PROPERTY & FACILITIES,5100029423,"21,684.32",Facilities Mngmnt,LE1 6LP,,,,
HMRC,HMRC,15/08/2023,Facilities Mngmnt,Estates,BELLROCK PROPERTY & FACILITIES,5100029423,"133,203.70",Facilities Mngmnt,LE1 6LP,,,,
HMRC,HMRC,15/08/2023,Facilities Mngmnt,Estates,BELLROCK PROPERTY & FACILITIES,5100029424,"6,516.13",Facilities Mngmnt,LE1 6LP,,,,
HMRC,HMRC,15/08/2023,Facilities Mngmnt,Estates,BELLROCK PROPERTY & FACILITIES,5100029424,"40,027.64",Facilities Mngmnt,LE1 6LP,,,,
HMRC,HMRC,15/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT,5100029430,"21,450.00",IT Contractors,W2 6BD,,,,
HMRC,HMRC,15/08/2023,Contin Labor Run,HMRC Security,CGI IT UK LTD,5100029438,"25,330.80",Contin Labor Run,CF31 9AP,,,,
HMRC,HMRC,15/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100029440,"33,000.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,15/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100029441,"30,000.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,15/08/2023,PROJECT Mandays Supp,CDIO - Core,FUJITSU SERVICES LTD,5100029450,"25,828.43",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,15/08/2023,PROJECT Mandays Supp,CDIO - Core,FUJITSU SERVICES LTD,5100029451,"21,154.71",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,15/08/2023,Fast Strm VAT Exmpt,Knowledge Analysis & Intelligence,CABINET OFFICE,5100029597,"219,331.00","Statisticians Fast Stream Q1 bill to Cabinet Office.

",FY1 9JN,,,,
HMRC,HMRC,15/08/2023,Counsel Fee VAT Irre,Solicitor's Office & Legal Services,RUPERT BALDRY KC,5100029600,"37,092.00",Counsel Fees,WC1R 4EF,,,,
HMRC,HMRC,15/08/2023,SW Lic Sup Off shlf,CDIO - Core,CRONER-I LTD,5100029603,"540,000.00",SW Lic Sup Off shlf,SE1 8NW,,,,
HMRC,HMRC,15/08/2023,Project support,HMRC Security,FCDO SERVICES,5100029604,"49,728.00",Project support,MK19 7BH,,,,
HMRC,HMRC,15/08/2023,Legal services,Debt Management,THE INSOLVENCY SERVICE,5100029605,"157,630.00",Legal services,B4 6FD,,,,
HMRC,HMRC,15/08/2023,Physical Hosting,CDIO Transformation Programmes,Crown Hosting Data Centres Ltd,5100029607,"58,384.97",Physical Hosting,SN13 9GB,,,,
HMRC,HMRC,15/08/2023,Contin Labor Build,Risk & Intelligence,EQUAL EXPERTS UK LTD,5100029610,"86,854.00",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,15/08/2023,Soft FM Services,Estates,SERVEST GROUP LTD,5100029611,"12,713.54",Soft FM Services,IP28 6LG,,,,
HMRC,HMRC,15/08/2023,Soft FM Services,Estates,SERVEST GROUP LTD,5100029611,"78,097.46",Soft FM Services,IP28 6LG,,,,
HMRC,HMRC,15/08/2023,PROJECT Mandays HMRC,Operational Excellence & Output Mgmt,ACCENTURE (UK) LTD,5100029645,"31,804.09",PROJECT Mandays HMRC,EC3M 3BD,,,,
HMRC,HMRC,15/08/2023,SW Lic Sup Off shlf,CDIO - Core,SPECIALIST COMPUTER CTR,5100029673,"30,720.00",SW Lic Sup Off shlf,B11 2LE,,,,
HMRC,HMRC,16/08/2023,Uniforms & PPE,Programme and Operational Delivery,SODEXO LTD,1900270627,385.45,Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,16/08/2023,Recruitment,Programme and Operational Delivery,SODEXO LTD,1900270627,980.53,Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,16/08/2023,Equipment & Machinery,Programme and Operational Delivery,SODEXO LTD,1900270627,"3,515.29",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,16/08/2023,IT Software Licenses and Support,Programme and Operational Delivery,SODEXO LTD,1900270627,"22,898.99",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,16/08/2023,Facilities Management -Hard FM,Programme and Operational Delivery,SODEXO LTD,1900270627,"23,104.54",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,16/08/2023,Accommodation Security Services,Programme and Operational Delivery,SODEXO LTD,1900270627,"130,250.20",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,16/08/2023,Projects,Programme and Operational Delivery,SODEXO LTD,1900270627,"138,547.26",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,16/08/2023,Cycle Purchase for Staff - Cycle to Work Scheme,HMRC,EDENRED (UK GROUP) LTD (CYCLE TO WO,1900270633,"44,079.36",Cycle Purchase for Staff - Cycle to Work Scheme,SW1V 2RS,,,,
HMRC,HMRC,16/08/2023,Project Development,CDIO Transformation Programmes,SAP (UK) LTD,1900270643,"32,680.00",Project Development,TW14 8HD,,,,
HMRC,HMRC,16/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100029699,"28,274.06",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,16/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100029700,"975,410.47",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,16/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100029704,"125,338.60",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,16/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100029708,"1,920,835.13",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,16/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT,5100029709,"98,092.12",IT Contractors,W2 6BD,,,,
HMRC,HMRC,16/08/2023,Hardware maintenance,CDIO - Core,AVANADE UK LTD,5100029719,"38,472.10",Hardware maintenance,EC4M 6XH,,,,
HMRC,HMRC,16/08/2023,Soft FM Services,Programme and Operational Delivery,SODEXO LTD,5100029721,"426,843.22",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,16/08/2023,Facilities Mngmnt,Estates,SERVEST GROUP LTD,5100029728,"44,268.45",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,16/08/2023,Facilities Mngmnt,Estates,SERVEST GROUP LTD,5100029728,"271,934.78",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,16/08/2023,Facilities Mngmnt,Estates,SERVEST GROUP LTD,5100029731,"3,804.02",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,16/08/2023,Facilities Mngmnt,Estates,SERVEST GROUP LTD,5100029731,"23,367.56",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,16/08/2023,Facilities Mngmnt,Estates,SERVEST GROUP LTD,5100029733,"3,804.02",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,16/08/2023,Facilities Mngmnt,Estates,SERVEST GROUP LTD,5100029733,"23,367.56",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,16/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,COGNIZANT,5100029746,"3,705.25",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,16/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,COGNIZANT,5100029746,"24,859.75",PROJECT Mandays HMRC,W2 6BD,,,,
HMRC,HMRC,16/08/2023,Soft FM Services,Estates,SODEXO LTD,5100029748,"72,613.13",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,16/08/2023,Soft FM Services,Estates,SODEXO LTD,5100029748,"446,052.11",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,16/08/2023,Contin Labor Build,CDIO - Core,COGNIZANT,5100029749,"20,900.00",Contin Labor Build,W2 6BD,,,,
HMRC,HMRC,16/08/2023,Soft FM Services,Estates,SODEXO LTD,5100029752,"5,401.88",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,16/08/2023,Soft FM Services,Estates,SODEXO LTD,5100029752,"33,183.01",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,16/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100029755,"416,690.13",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,16/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,ACCENTURE (UK) LTD,5100029756,"262,500.00",NPS Disaggregation Delivery ,EC3M 3BD,,,,
HMRC,HMRC,16/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100029757,"133,301.32",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,16/08/2023,Rent (Irrec VAT),Programme and Operational Delivery,Motis Freight Services Limited,5100029767,"221,760.00",Inland Border Facility - Running Costs,CT17 9DN,,,,
HMRC,HMRC,16/08/2023,Media Monitoring,HMRC Communications,Dods Group Ltd,5100029770,"23,000.00",Media Monitoring,SE1 9SG,,,,
HMRC,HMRC,16/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,MICROSOFT LTD,5100029940,"20,173.00",PROJECT Mandays Supp,RG6 1WG,,,,
HMRC,HMRC,16/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,MICROSOFT LTD,5100029940,"136,664.00",PROJECT Mandays Supp,RG6 1WG,,,,
HMRC,HMRC,16/08/2023,Electricity,CDIO - Core,Crown Hosting Data Centres Ltd,5100029955,"45,118.30",Electricity,SN13 9GB,,,,
HMRC,HMRC,16/08/2023,Electricity,CDIO - Core,Crown Hosting Data Centres Ltd,5100029956,"47,021.89",Electricity,SN13 9GB,,,,
HMRC,HMRC,16/08/2023,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN COMMONWEALTH & DEVELOPMENT,5100029958,"83,069.82",GovDept Serv(VAT Ex),G75 8EA,,,,
HMRC,HMRC,16/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100029968,"31,770.59",IT Contractors,TF3 3BD,,,,
HMRC,HMRC,16/08/2023,Consultancy � IT,CDIO - Core,COGNIZANT,5100029971,"28,405.00",Consultancy � IT,W2 6BD,,,,
HMRC,HMRC,16/08/2023,Employee education,HR,CSL - KPMG LLP,5100029995,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,16/08/2023,Employee education,HR,CSL - KPMG LLP,5100029996,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,16/08/2023,SW Lic Sup Off shlf,CDIO - Core,ORACLE CORPORATION (UK) LTD,5100030005,"133,002.04",SW Lic Sup Off shlf,RG6 1RA,,,,
HMRC,HMRC,16/08/2023,PROJECT Mandays Supp,CDIO - Core,COGNIZANT,5100030014,"43,750.00",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,16/08/2023,Soft Licen Integral,CDIO - Core,IMIMOBILE EUROPE LTD,5100030027,"33,569.00",Soft Licen Integral,EC1M 4BH,,,,
HMRC,HMRC,16/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100030031,"58,559.96",Capgemini DPS Technical Services,TF3 3BD,,,,
HMRC,HMRC,16/08/2023,Contin Labor Build,CDIO - Core,COGNIZANT,5100030032,"114,150.00",Contin Labor Build,W2 6BD,,,,
HMRC,HMRC,17/08/2023,Employee education,HR,CSL - KPMG LLP,5100029989,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,17/08/2023,Employee education,HR,CSL - KPMG LLP,5100029990,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,17/08/2023,Employee education,HR,CSL - KPMG LLP,5100029991,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,17/08/2023,Employee education,HR,CSL - KPMG LLP,5100029992,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,17/08/2023,Employee education,HR,CSL - KPMG LLP,5100029993,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,17/08/2023,Employee education,HR,CSL - KPMG LLP,5100029994,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,17/08/2023,Virtual Hosting,CDIO - Core,Amazon Web Services UK,5100030035,"45,865.16",Virtual Hosting,EC2A 2FA,,,,
HMRC,HMRC,17/08/2023,Virtual Hosting,CDIO - Core,Amazon Web Services UK,5100030035,"52,685.38",Virtual Hosting,EC2A 2FA,,,,
HMRC,HMRC,17/08/2023,Contin Labor Build,CCG Transformation Programmes,SAS SOFTWARE LTD,5100030044,"39,960.09",Contin Labor Build,SL7 2EB,,,,
HMRC,HMRC,17/08/2023,PROJECT Mandays Supp,CDIO - Core,CGI IT UK LTD,5100030047,"28,927.93",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,17/08/2023,Employee education,HR,CSL - KPMG LLP,5100030051,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,17/08/2023,Employee education,HR,CSL - KPMG LLP,5100030052,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,17/08/2023,Employee education,HR,CSL - KPMG LLP,5100030053,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,17/08/2023,Employee education,HR,CSL - KPMG LLP,5100030054,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,17/08/2023,PROJECT Mandays Supp,CDIO - Core,CGI IT UK LTD,5100030055,"23,143.43",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,17/08/2023,Translation services,Fraud Investigation Service,THEBIGWORD INTERPRETING,5100030057,"22,399.66",Translation services,LS12 6AB,,,,
HMRC,HMRC,17/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,DELOITTE LLP (L),5100030058,"265,137.58",PROJECT Mandays Supp,MK9 1FD,,,,
HMRC,HMRC,17/08/2023,Non PFI serv non-VAT,Programme and Operational Delivery,ES GLOBAL LTD,5100030062,"390,544.78",Inland Border Facility - Running Costs,E2 9AG,,,,
HMRC,HMRC,17/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CGI IT UK LTD,5100030065,"32,168.25",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,17/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,DELOITTE LLP (L),5100030077,"265,137.58",PROJECT Mandays Supp,MK9 1FD,,,,
HMRC,HMRC,17/08/2023,Consultancy � IT,CDIO - Core,COGNIZANT,5100030078,"44,394.00",Consultancy � IT,W2 6BD,,,,
HMRC,HMRC,17/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100030079,"69,858.61",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,17/08/2023,Cons COS 52 (Ir VAT),Transformation DG & Programme Office,McKINSEY & COMPANY,5100030088,"739,152.99",Cons COS 52 (Ir VAT),WC1A 1PB,,,,
HMRC,HMRC,17/08/2023,Disposal Seized Gds,Fraud Investigation Service,GXO LOGISTICS SERVICES UK LIMITED,5100030090,"65,737.96",Disposal Seized Gds,EH2 4DF,,,,
HMRC,HMRC,17/08/2023,Cons COS 52 (Ir VAT),Operational Excellence & Output Mgmt,McKINSEY & COMPANY,5100030158,"163,806.24",Consultancy,WC1A 1PB,,,,
HMRC,HMRC,17/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT,5100030159,"85,050.00",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,17/08/2023,Internat. Courier,Operational Excellence & Output Mgmt,G3 WORLDWIDE (UK) LTD,5100030193,"114,282.05",Internat. Courier,UB2 5LF,,,,
HMRC,HMRC,17/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,ACCENTURE (UK) LTD,5100030194,"38,656.05",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,17/08/2023,PROJECT Mandays Supp,Transformation HMRC Change Portfolio,CGI IT UK LTD,5100030196,"22,185.00",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,17/08/2023,Desktop Managed Serv,Estates,BMC CABLE-TALK LIMTED,5100030207,"46,409.00",Soft FM Services,DE21 4SY,,,,
HMRC,HMRC,17/08/2023,Consultancy - Learni,HR,CSL - KPMG LLP,5100030208,"40,000.00",Consultancy - Learning,E14 5GL,,,,
HMRC,HMRC,17/08/2023,PROJECT Mandays Supp,CSG Transformation,DWP,5100030248,"13,703.00",PROJECT Mandays Supp,FY5 3TA,,,,
